44;3;4;5;6;10;11;12;13;14;18;19;21;23;24;25;3128883
45;1;2;3;5;7;9;14;16;17;18;19;21;23;24;25;2189405
46;1;2;4;5;6;8;10;11;14;18;19;21;23;24;25;2287525
47;1;2;3;4;5;6;8;10;11;13;15;18;20;22;25;1993109
48;2;5;6;7;11;13;15;16;17;18;19;20;21;22;23;3071734
49;2;4;5;6;8;11;13;15;16;19;20;21;22;23;24;3009034
50;1;2;3;6;7;9;10;11;12;13;19;20;21;23;25;2216697
51;1;3;5;6;7;8;11;13;14;16;17;20;21;22;23;2595033
52;1;2;4;8;9;11;12;13;15;16;21;22;23;24;25;2377236
53;1;2;3;6;7;9;11;12;14;17;18;19;20;23;24;2219891
54;2;4;5;6;7;8;9;12;14;16;18;20;21;22;24;2987719
55;2;3;4;5;6;7;8;9;12;13;15;16;18;19;25;2783401
56;1;2;5;9;12;13;14;15;16;17;19;20;22;23;24;2431030
57;1;2;3;4;6;7;8;11;12;17;19;20;21;22;25;2064414
58;3;4;5;6;11;12;13;14;15;16;17;18;19;20;22;3129678
59;1;3;5;6;7;8;10;11;13;14;15;19;20;23;25;2592122
60;1;2;3;4;5;8;11;16;17;18;19;22;23;24;25;2044907
61;1;4;5;9;11;12;13;14;15;16;19;20;22;23;25;2711789
62;1;3;7;8;9;11;13;14;15;16;17;18;20;24;25;2656111
63;4;8;9;10;11;12;13;16;17;19;20;21;22;24;25;3252739
64;1;2;3;6;7;8;9;10;13;14;17;18;20;23;25;2207650
65;1;2;4;7;10;15;16;17;18;19;20;21;22;23;25;2374604
66;1;2;4;8;10;11;14;15;16;17;20;21;22;23;24;2378652
67;5;7;8;9;10;11;12;13;15;16;20;21;22;23;24;3262090
68;1;2;3;5;6;7;8;9;10;12;16;17;22;23;25;2131204
69;1;4;7;8;9;10;11;15;17;18;19;20;21;23;24;2732391
70;1;2;3;5;6;9;10;12;14;15;16;19;20;24;25;2167205
71;1;3;5;6;8;9;11;13;14;15;16;18;21;22;23;2607941
72;1;2;5;7;8;11;12;13;15;16;17;18;23;24;25;2420217
73;1;2;5;7;10;11;13;14;15;16;17;18;19;21;25;2424493
74;1;2;3;4;5;6;8;11;13;15;16;18;22;23;25;1996664
75;1;3;4;5;6;7;8;10;11;13;15;16;17;20;25;2466128
76;1;3;5;8;9;10;12;13;15;16;17;19;21;23;25;2630372
77;2;3;4;6;8;9;11;14;17;18;20;21;22;24;25;2877719
78;1;2;3;5;6;7;8;12;13;15;16;17;18;20;23;2141059
79;1;2;3;5;9;12;14;15;17;18;20;22;23;24;25;2203346
80;1;2;3;4;5;7;9;10;14;15;17;18;20;22;25;2025933
81;1;2;3;4;5;6;7;10;11;13;15;16;17;19;21;1980141
82;1;4;5;6;8;9;12;13;15;17;18;19;20;22;23;2686174
83;1;2;3;5;6;8;10;11;12;13;14;20;23;24;25;2160170
84;1;2;4;6;8;12;15;16;17;19;20;22;23;24;25;2358155
85;1;2;5;7;8;9;11;13;14;15;16;18;21;22;23;2416827
86;2;4;5;6;8;9;12;13;14;17;18;19;23;24;25;3005866
87;1;2;3;5;8;9;10;11;13;15;18;20;22;24;25;2193717
88;1;2;4;5;8;9;10;11;12;14;17;18;19;24;25;2319060
89;1;6;11;12;13;15;16;17;19;20;21;22;23;24;25;2775383
90;1;2;3;8;10;11;12;15;17;20;21;22;23;24;25;2252486
91;1;4;9;10;11;12;13;14;15;16;17;20;22;23;25;2739160
92;1;2;4;6;8;12;13;14;15;17;18;19;21;22;24;2358002
93;2;4;5;6;7;9;10;13;17;18;19;20;21;23;24;2996209
94;2;4;8;9;11;12;13;15;16;17;18;21;22;23;24;3058212
95;1;2;3;4;5;10;11;12;14;15;17;18;19;20;22;2051165
96;3;4;6;9;10;12;14;16;17;18;19;21;22;23;24;3166269
97;3;4;6;10;12;13;14;15;17;19;20;22;23;24;25;3167034
98;1;2;5;6;8;10;11;15;17;18;20;22;23;24;25;2406885
99;1;2;3;4;7;10;11;13;14;16;17;20;21;24;25;2114788
100;1;3;4;8;9;10;11;12;13;14;16;17;22;23;25;2578619
101;1;3;6;7;9;10;13;14;16;17;19;20;21;23;24;2644926
102;1;2;3;4;7;9;10;11;12;18;19;21;22;23;25;2109754
103;1;2;3;4;5;7;8;10;11;16;17;18;22;23;25;2017963
104;5;6;7;10;11;13;14;15;16;18;19;21;22;24;25;3259235
105;4;6;7;8;9;10;11;12;13;15;17;19;21;22;25;3241978
106;1;2;3;4;5;6;10;12;13;14;15;17;22;23;25;2006678
107;1;3;4;6;7;8;9;11;12;15;17;18;21;24;25;2538493
108;1;2;4;7;8;9;11;12;14;15;16;18;22;23;25;2366112
109;1;3;5;7;9;11;12;13;16;18;20;21;23;24;25;2626801
110;1;3;4;5;6;12;13;14;17;19;20;21;22;23;25;2502267
111;1;5;6;10;11;12;13;15;17;18;19;21;22;24;25;2757948
112;1;2;3;4;6;10;11;14;15;17;18;19;20;21;23;2095569
113;1;2;4;5;6;8;11;12;13;14;19;20;21;24;25;2289183
114;1;2;3;6;7;8;9;10;11;14;20;21;22;24;25;2206304
115;1;4;5;6;7;9;11;12;13;16;17;18;20;21;25;2677000
116;1;2;9;10;11;12;13;14;16;18;19;20;21;23;25;2458224
117;5;6;7;9;10;11;12;13;14;15;17;18;20;23;25;3257710
118;2;4;5;6;8;12;13;14;15;18;19;21;22;23;24;3009188
119;1;4;6;8;9;10;11;15;17;18;20;21;22;23;24;2726206
120;1;3;5;7;8;11;12;13;15;16;18;19;20;21;24;2623725
121;1;2;4;5;7;9;10;11;12;16;17;18;23;24;25;2311244
122;1;2;4;5;8;9;10;13;15;17;18;20;22;23;25;2321180
123;4;5;6;7;11;12;13;17;18;19;20;21;22;23;24;3226673
124;2;3;4;6;7;9;14;15;16;18;19;20;21;24;25;2870442
125;2;3;4;6;7;9;10;11;12;15;16;21;22;24;25;2866252
126;1;2;3;4;6;7;8;13;14;16;18;21;22;24;25;2066185
127;1;2;3;4;5;7;10;11;12;13;18;19;22;23;25;2029632
128;2;3;4;6;11;13;14;15;16;17;19;20;21;23;25;2885726
129;2;5;6;7;9;11;13;15;18;19;20;21;22;23;25;3070117
130;2;3;4;5;6;9;10;12;13;15;17;19;23;24;25;2816264
131;2;4;5;6;7;8;11;12;13;15;19;20;22;23;25;2991750
132;1;3;4;5;7;9;10;11;14;15;16;17;22;23;25;2515295
133;1;3;4;5;8;9;11;13;15;18;19;20;21;22;23;2525965
134;1;3;5;7;8;10;11;12;13;14;16;17;19;22;25;2621625
135;1;2;5;7;8;10;13;14;15;18;19;20;21;22;25;2419846
136;1;2;3;5;6;9;12;13;14;15;17;21;22;23;24;2169361
137;2;6;8;9;10;11;12;13;16;17;18;19;20;21;25;3093073
138;2;3;4;5;7;8;11;13;15;16;17;21;22;24;25;2832679
139;1;2;7;9;12;14;15;16;17;18;19;21;22;23;24;2455823
140;1;2;3;6;9;10;12;13;15;18;19;20;22;24;25;2233832
141;1;3;7;8;9;10;12;13;16;17;18;19;20;24;25;2655185
142;1;2;4;5;6;7;9;15;16;17;18;19;22;23;24;2274456
143;1;2;8;9;11;13;15;16;17;19;21;22;23;24;25;2457569
144;1;2;4;7;9;11;12;14;17;19;20;21;22;24;25;2373051
145;1;2;3;9;10;11;13;14;15;17;18;20;22;24;25;2253931
146;1;2;5;8;10;11;12;13;14;16;17;22;23;24;25;2428520
147;1;2;4;5;6;10;11;12;13;16;19;21;22;23;25;2296374
148;1;2;4;5;8;9;12;13;16;17;20;21;22;24;25;2322997
149;2;5;7;9;10;13;15;16;17;18;19;20;23;24;25;3083372
150;1;3;5;6;7;8;9;11;14;19;21;22;23;24;25;2589674
151;3;4;5;7;9;10;11;12;13;14;16;18;20;23;24;3138225
152;3;4;5;6;7;8;13;15;17;19;20;22;23;24;25;3109591
153;1;2;4;5;8;11;12;13;17;18;20;21;23;24;25;2325727
154;1;2;3;5;6;9;10;11;13;14;15;16;18;23;24;2165926
155;2;4;5;8;10;11;14;15;16;18;19;20;21;22;24;3029822
156;1;3;4;8;9;10;11;12;13;14;15;19;20;22;23;2578573
157;1;2;4;6;7;9;10;12;14;16;18;19;21;24;25;2344556
158;2;7;8;9;10;11;12;15;16;17;18;19;20;22;23;3095610
159;1;2;3;4;5;6;8;10;11;14;15;17;20;24;25;1993342
160;1;3;4;9;10;11;12;14;15;16;17;19;20;21;24;2583179
161;1;5;8;11;13;15;16;17;18;20;21;22;23;24;25;2766244
162;1;2;3;4;5;6;8;11;12;13;16;18;20;23;24;1995820
163;1;2;3;5;6;7;9;13;14;15;20;21;23;24;25;2148152
164;1;2;3;5;6;8;10;11;14;15;18;21;22;23;24;2161467
165;1;2;4;6;8;9;12;13;14;15;17;18;19;22;25;2354585
166;2;3;4;8;9;10;13;14;15;18;19;20;21;22;23;2900088
167;1;2;3;6;8;9;10;13;14;16;18;19;22;23;24;2226925
168;1;2;3;4;7;10;12;15;16;17;19;20;22;23;24;2115593
169;1;4;5;6;7;8;9;10;11;12;15;16;20;21;24;2662755
170;1;3;4;5;6;7;8;10;13;16;18;20;22;23;25;2468178
171;1;3;4;10;11;12;13;15;16;17;21;22;23;24;25;2584332
172;1;2;4;6;7;9;10;11;12;13;18;20;21;22;25;2342661
173;2;3;4;5;7;8;11;15;19;20;21;22;23;24;25;2832920
174;1;2;4;7;9;10;11;12;13;15;17;20;23;24;25;2370956
175;2;3;5;6;7;11;12;13;14;15;16;18;19;21;24;2922905
176;2;4;10;11;12;13;15;16;17;18;21;22;23;24;25;3059402
177;2;6;7;8;10;11;13;15;16;17;19;20;21;23;24;3090224
178;2;3;4;6;8;9;10;14;16;19;20;21;23;24;25;2876426
179;2;3;4;5;7;9;13;14;15;17;19;22;23;24;25;2838505
180;1;2;3;4;5;6;7;8;10;11;15;17;20;24;25;1967383
181;1;4;5;6;7;8;14;15;16;17;19;20;21;22;23;2673567
182;2;3;4;7;8;9;11;13;14;17;19;21;22;23;25;2889849
183;2;4;6;7;8;11;13;14;16;19;20;21;23;24;25;3039938
184;1;3;7;8;9;10;11;15;16;17;18;19;21;23;25;2654849
185;1;2;4;6;7;8;9;11;12;15;17;19;20;23;25;2335010
186;2;4;5;6;11;12;13;16;17;18;19;22;23;24;25;3013557
187;1;3;11;12;13;15;16;17;18;19;21;22;23;24;25;2662163
188;2;3;5;8;10;11;13;16;19;20;21;22;23;24;25;2952278
189;1;2;4;5;6;7;9;13;16;18;19;20;22;23;24;2274315
190;1;3;4;5;7;8;11;13;14;15;16;18;19;23;24;2512709
191;2;5;8;9;10;12;13;15;17;18;19;20;21;22;23;3085072
192;1;2;3;4;5;6;11;13;14;15;16;21;22;23;24;2008736
193;1;2;3;4;5;8;9;10;14;15;16;19;20;21;25;2037346
194;2;7;8;9;10;12;13;14;15;17;18;21;22;23;25;3095942
195;2;3;4;6;7;8;9;11;12;14;17;18;19;22;23;2858126
196;2;3;4;5;10;14;15;16;17;19;20;22;23;24;25;2853660
197;3;4;5;6;7;8;9;10;12;13;18;20;21;22;23;3100384
198;1;2;4;5;6;7;13;14;15;16;17;18;20;21;25;2279289
199;1;2;3;4;5;6;9;11;12;15;19;20;21;22;23;2002703
200;1;2;4;5;8;9;11;12;13;14;15;16;21;23;24;2321450
201;1;2;4;5;8;9;10;11;12;13;14;15;19;20;22;2318458
202;1;3;5;10;11;13;14;16;17;18;19;21;22;23;24;2634840
203;1;2;3;4;5;6;7;12;13;14;17;18;23;24;25;1984495
204;2;3;4;5;7;8;11;14;15;16;17;22;23;24;25;2832799
205;2;3;4;9;10;11;12;14;15;16;17;18;21;22;25;2902944
206;2;3;5;8;9;11;12;13;14;15;16;17;20;21;22;2950644
207;1;2;3;4;6;9;10;12;13;14;15;17;19;20;22;2091173
208;1;3;4;6;7;9;10;11;12;14;15;16;19;23;24;2546206
209;1;3;5;6;7;9;10;14;15;18;19;21;22;24;25;2599006
210;3;5;7;9;10;11;13;14;15;16;18;21;22;23;24;3199213
211;1;2;4;6;8;10;11;12;14;16;17;18;22;24;25;2355829
212;1;3;4;6;8;9;10;11;12;14;16;19;20;22;23;2554353
213;1;3;4;5;8;9;10;11;16;18;19;21;23;24;25;2523588
214;1;2;3;4;9;11;13;14;15;18;19;20;22;24;25;2127426
215;1;3;4;5;7;9;11;12;14;15;17;18;19;23;25;2517419
216;2;3;4;5;6;7;9;10;11;13;17;19;21;24;25;2792543
217;2;3;4;5;6;7;9;10;11;12;16;17;19;21;25;2792004
218;2;5;7;8;11;12;13;14;15;16;17;20;21;22;25;3082056
219;2;3;6;8;9;11;14;16;17;18;19;22;23;24;25;2969883
220;5;9;10;12;13;14;15;16;17;18;20;21;23;24;25;3264848
221;1;2;3;6;7;8;10;12;16;17;19;20;21;23;25;2213723
222;1;3;4;5;6;7;8;9;12;15;18;21;22;23;24;2464229
223;2;4;7;9;10;11;12;13;14;16;20;21;22;23;24;3055438
224;4;6;8;9;10;11;12;13;15;18;19;20;21;23;24;3248106
225;1;2;3;5;7;8;13;14;15;18;19;20;22;23;25;2184275
226;4;5;8;10;11;13;14;15;16;17;18;19;20;21;25;3240836
227;1;5;7;8;9;10;12;14;15;17;18;19;20;21;22;2759924
228;2;4;10;11;12;13;14;15;16;17;18;19;20;24;25;3059357
229;2;6;8;9;10;11;12;13;14;15;16;17;20;23;25;3092807
230;1;2;3;4;5;6;8;10;11;13;14;15;17;22;24;1992841
231;1;2;5;6;7;10;12;15;16;17;18;19;21;24;25;2399347
232;4;5;6;9;11;12;13;14;16;17;18;21;23;24;25;3232340
233;1;2;3;4;5;6;7;8;9;12;13;14;17;19;21;1964617
234;1;2;3;4;5;9;11;12;13;14;15;17;21;22;24;2048718
235;1;8;10;12;13;14;15;16;17;18;19;21;23;24;25;2778304
236;1;3;4;5;7;8;9;12;13;15;16;21;22;23;25;2507904
237;4;5;6;7;9;12;13;15;16;18;19;20;21;22;23;3225363
238;1;3;4;6;11;12;13;14;15;17;19;20;21;23;24;2565792
239;1;3;5;6;7;9;10;13;14;15;16;19;22;23;25;2598659
240;1;2;4;9;10;11;13;14;15;16;18;19;21;22;23;2379873
241;3;4;5;8;9;12;13;14;15;17;20;21;23;24;25;3145210
242;2;5;6;8;9;13;14;15;16;17;18;19;21;22;23;3074776
243;1;2;3;4;5;7;12;13;16;17;18;20;21;23;25;2033778
244;3;5;6;7;9;10;11;12;14;15;18;20;21;22;24;3184323
245;1;2;6;7;9;10;11;12;14;15;16;18;19;24;25;2440059
246;1;4;5;7;8;9;10;12;13;15;17;18;21;24;25;2696047
247;1;2;3;4;7;8;9;14;15;16;17;19;22;23;25;2103692
248;1;2;5;8;9;10;11;12;13;15;16;19;20;21;25;2425666
249;4;5;7;8;9;10;12;14;15;17;18;21;22;23;25;3234748
250;1;2;3;5;9;10;12;13;15;16;17;18;19;21;23;2201933
251;3;4;5;6;9;10;13;15;16;18;19;21;22;23;25;3127600
252;2;3;4;6;8;11;14;15;17;18;19;22;23;24;25;2881176
253;1;4;5;6;7;8;11;12;13;15;18;19;21;22;23;2671968
254;2;3;4;5;6;7;8;9;11;13;14;15;16;20;23;2782262
255;1;2;3;4;6;9;10;14;15;16;17;21;22;23;24;2092257
256;1;2;6;7;8;9;10;12;13;15;16;18;20;22;24;2433562
257;1;3;6;7;9;10;12;13;14;16;17;18;19;22;24;2644464
258;2;4;5;6;9;12;13;14;17;19;20;21;22;24;25;3012228
259;3;5;6;7;8;9;10;15;18;19;20;21;22;24;25;3178730
260;1;3;4;5;6;7;8;9;11;13;14;18;19;20;24;2462650
261;1;2;4;5;6;7;11;13;15;16;17;19;20;21;25;2278519
262;3;4;6;7;8;9;12;13;14;15;17;20;21;23;24;3152997
263;1;4;7;8;9;10;11;14;15;16;18;19;21;23;24;2732284
264;1;3;4;6;8;9;12;13;16;19;20;21;22;23;25;2558318
265;1;5;7;8;11;12;13;15;16;17;18;19;20;22;24;2762379
266;1;3;4;5;6;7;9;11;14;15;18;19;21;22;24;2476477
267;2;3;4;5;6;9;11;12;13;14;15;17;21;23;24;2817289
268;5;6;7;8;9;10;12;14;15;16;18;19;20;23;25;3254914
269;1;2;4;6;10;13;14;15;16;17;18;19;22;23;24;2362172
270;1;3;4;5;6;7;8;9;14;16;18;19;23;24;25;2464952
271;1;2;4;5;6;8;11;12;16;18;19;20;21;24;25;2289714
272;1;2;4;5;8;9;11;12;13;15;17;20;23;24;25;2321751
273;1;5;6;7;10;12;15;16;17;18;19;20;21;24;25;2751625
274;2;4;5;6;7;10;11;12;14;15;17;20;21;23;25;2998946
275;1;3;5;6;8;9;10;11;12;14;15;17;18;20;22;2604619
276;2;3;4;5;7;10;11;12;13;17;18;19;20;22;25;2839088
277;2;4;9;10;11;12;13;14;16;17;21;22;23;24;25;3059001
278;1;2;3;5;6;9;11;12;13;15;17;19;21;23;25;2168320
279;1;2;3;5;6;9;10;11;12;13;17;18;19;22;23;2165380
280;3;4;5;6;9;10;11;13;15;16;17;19;20;24;25;3126700
281;1;2;3;4;8;9;10;11;12;14;15;17;19;23;25;2117383
282;2;3;4;7;8;11;12;13;15;16;19;20;21;22;25;2893121
283;1;2;4;6;8;9;10;11;12;13;19;20;22;23;24;2350676
284;1;3;5;6;7;11;12;13;15;17;19;21;22;23;25;2603379
285;1;4;5;8;9;10;11;12;13;14;15;16;19;22;23;2706410
286;1;2;3;4;7;9;10;11;12;13;19;21;23;24;25;2109293
287;2;5;6;7;10;12;13;15;16;17;18;21;22;23;25;3071317
288;1;2;3;4;6;9;10;12;13;14;15;18;19;24;25;2091201
289;1;2;3;4;6;8;9;10;12;14;15;17;19;22;24;2080202
290;1;2;5;6;7;9;11;12;13;14;17;20;21;22;23;2395826
291;1;2;5;7;8;10;11;12;13;14;15;17;20;23;24;2418072
292;2;3;5;7;8;9;11;12;13;16;17;21;22;24;25;2939656
293;1;2;3;6;9;12;13;14;15;18;19;22;23;24;25;2235053
294;1;2;3;4;5;7;8;11;12;15;16;20;23;24;25;2020526
295;2;3;4;6;10;13;15;16;17;18;19;21;23;24;25;2885472
296;2;3;6;7;8;11;12;14;15;16;17;18;19;22;25;2962150
297;1;4;7;8;9;10;12;14;15;16;21;22;23;24;25;2732791
298;1;3;4;6;7;8;11;12;13;14;15;16;21;22;24;2543750
299;3;5;6;7;8;10;13;17;18;19;20;21;22;23;24;3182688
300;3;4;7;8;9;11;12;15;17;19;20;21;22;23;25;3169655
301;2;3;8;9;11;12;13;14;15;17;18;19;20;22;23;2980617
302;2;4;5;6;9;10;11;12;14;15;16;18;20;22;25;3009904
303;2;3;4;6;8;12;15;16;17;18;20;21;22;23;24;2881414
304;1;3;4;5;12;14;15;16;17;18;19;20;21;22;25;2534237
305;2;3;4;5;8;10;11;12;13;18;20;21;22;24;25;2847118
306;1;2;4;5;8;11;12;13;14;15;16;18;19;20;25;2325438
307;1;3;4;6;9;10;12;14;15;17;19;20;21;23;24;2563405
308;1;2;4;5;12;13;15;16;18;19;21;22;23;24;25;2330743
309;1;2;3;4;8;9;10;13;14;16;17;20;21;22;24;2119506
310;2;3;5;9;10;11;14;15;16;17;18;19;21;23;24;2953653
311;2;4;5;7;10;12;14;15;16;17;19;20;23;24;25;3025670
312;1;2;6;8;9;10;11;12;13;16;17;18;19;22;25;2444307
313;2;3;6;7;9;10;12;14;15;16;17;18;19;23;25;2964439
314;1;2;5;6;8;9;11;12;13;14;15;19;20;21;22;2403719
315;2;3;5;6;8;11;13;14;16;17;19;20;21;23;24;2931468
316;1;3;4;6;7;8;10;12;13;14;15;18;19;23;24;2542510
317;1;2;4;5;8;9;11;14;16;18;19;21;22;24;25;2322627
318;3;4;5;6;9;11;12;13;14;15;16;18;21;23;25;3127728
319;1;3;4;6;8;9;10;12;14;16;17;19;20;23;24;2556036
320;1;3;6;9;11;12;14;15;17;18;19;21;22;23;25;2652977
321;2;3;4;9;10;11;12;13;14;16;17;18;20;24;25;2902738
322;1;2;3;5;7;12;13;15;16;17;18;20;21;23;24;2192269
323;1;2;3;4;6;7;9;10;14;17;19;20;21;23;25;2069806
324;1;2;3;4;6;7;8;9;10;12;16;20;21;23;24;2055655
325;1;2;4;5;6;7;10;14;15;19;20;22;23;24;25;2277413
326;1;2;4;6;7;8;10;11;12;13;15;17;18;24;25;2337484
327;1;2;3;4;8;12;13;14;15;16;17;18;19;21;23;2124568
328;2;3;4;5;11;12;13;15;18;19;21;22;23;24;25;2853820
329;1;2;3;4;8;9;13;14;17;18;20;21;23;24;25;2121743
330;1;2;5;6;9;12;14;15;17;18;19;22;23;24;25;2411527
331;1;3;5;6;7;12;13;15;16;18;19;21;22;23;25;2603954
332;2;3;5;6;7;10;11;12;14;19;20;21;23;24;25;2921533
333;1;2;5;6;9;11;12;13;14;15;16;18;21;23;25;2410668
334;1;2;6;7;8;11;13;15;16;17;18;21;22;23;25;2439181
335;1;3;4;6;7;8;9;11;12;14;16;17;19;20;21;2538294
336;1;2;3;5;6;8;10;11;14;15;16;17;19;22;25;2161371
337;1;3;4;5;7;8;9;10;11;12;16;18;19;22;23;2503143
338;3;4;5;6;7;9;12;14;15;16;17;19;20;21;25;3114299
339;1;2;5;8;10;13;15;16;18;19;20;21;22;23;24;2429347
340;2;3;4;5;6;8;9;10;11;14;19;20;21;22;25;2804258
341;1;5;7;9;11;12;13;16;18;19;20;21;22;24;25;2763783
342;1;3;4;8;11;12;13;15;16;19;20;21;22;23;25;2582610
343;3;5;6;8;11;12;13;14;15;16;18;19;20;22;25;3192156
344;3;4;5;6;9;10;11;12;13;15;16;20;21;24;25;3125992
345;2;7;9;11;12;14;15;16;18;19;20;21;23;24;25;3097403
346;1;2;3;5;6;8;10;12;14;15;17;18;21;23;24;2162228
347;3;5;7;8;9;10;11;12;14;15;18;19;20;24;25;3194873
348;1;2;5;7;8;12;14;17;18;19;20;21;22;24;25;2420912
349;1;2;5;7;8;12;14;16;17;18;19;20;22;24;25;2420907
350;1;2;3;4;6;7;8;9;12;13;14;15;22;23;25;2058437
351;1;2;3;5;7;10;11;12;14;16;17;18;19;23;24;2190017
352;1;2;3;4;6;9;12;13;15;17;18;19;20;22;24;2093945
353;2;3;7;8;9;11;12;13;17;18;19;20;21;22;23;2975693
354;1;2;4;7;8;9;10;12;16;17;18;19;21;22;23;2365071
355;2;4;6;7;8;9;10;11;12;13;15;18;19;23;25;3032635
356;2;4;5;9;10;11;13;14;15;16;19;20;22;24;25;3031053
357;1;2;5;6;8;9;10;11;13;14;17;19;21;23;25;2401753
358;2;4;6;9;10;11;12;14;15;16;17;18;23;24;25;3049418
359;4;7;8;10;11;12;13;16;17;18;19;21;22;24;25;3251722
360;1;2;3;4;5;7;8;9;11;17;18;19;20;23;24;2014573
361;1;4;7;9;10;12;13;14;15;16;17;19;20;23;24;2736227
362;1;2;3;4;5;6;7;10;12;13;17;18;22;23;24;1981273
363;2;3;4;6;8;9;11;13;15;16;17;20;21;22;23;2877512
364;2;3;4;6;7;9;11;12;13;15;19;20;21;22;24;2868845
365;3;4;5;8;10;11;12;15;16;18;19;20;23;24;25;3145894
366;3;5;6;8;9;11;13;15;17;18;20;21;22;23;25;3190763
367;1;2;4;7;8;9;12;13;15;17;18;20;21;22;24;2367160
368;2;3;4;5;6;11;13;14;15;17;19;20;21;22;24;2821771
369;1;3;5;6;7;9;11;12;14;15;20;21;22;23;24;2599677
370;3;4;6;7;8;9;10;11;12;14;16;17;19;23;25;3149217
371;1;2;3;5;6;7;8;9;10;13;14;15;16;22;25;2131322
372;3;4;5;6;10;12;13;14;16;17;19;22;23;24;25;3129494
373;2;4;6;9;11;12;13;14;15;17;19;20;21;22;23;3050141
374;1;2;3;6;9;12;13;16;18;20;21;22;23;24;25;2235135
375;1;2;5;7;10;11;12;13;14;16;17;18;19;20;25;2424121
376;2;3;8;10;12;13;14;15;16;18;20;21;22;24;25;2981234
377;1;2;3;4;7;8;9;11;12;13;15;17;19;20;22;2101107
378;2;3;4;6;12;13;14;15;16;19;21;22;23;24;25;2885802
379;3;4;5;7;10;11;12;13;14;16;17;18;21;22;25;3141195
380;2;3;4;6;7;8;9;10;11;14;17;18;22;23;25;2855498
381;1;3;4;6;7;9;10;12;13;15;17;19;21;22;25;2547764
382;2;3;4;7;8;9;10;11;12;14;15;16;21;22;24;2886368
383;3;5;6;7;9;11;12;14;15;16;18;22;23;24;25;3186126
384;1;3;4;7;10;11;13;15;17;18;19;20;21;22;25;2577738
385;1;2;4;5;6;8;12;13;15;18;20;22;23;24;25;2290514
386;1;2;3;4;6;7;9;11;15;18;19;20;21;23;25;2071612
387;2;3;4;8;9;10;11;12;14;15;19;20;21;22;23;2898811
388;1;2;3;5;6;7;9;10;11;15;16;17;18;20;21;2143598
